beach_id,beach_name,area,country,region,lat,lon,timezone,beach_text_summary,ability_level,ability_level_long_text,local_vibe,local_vibe_long_text,crowd_factor,crowd_factor_long_text,spot_rating,spot_rating_long_text,shoulder_burn,shoulder_burn_long_text,water_quality,water_quality_long_text,hazards,access,bring_your,seabed,best_season
1149,Ponto,Oceanside to Encinitas,San Diego County,"California, South",33.0886,-117.315,America/Los_Angeles,"For years, this stretch of sand in South Carlsbad was indecipherable from the miles of other average beachbreak in the area. But, as some spots fade into obscurity over the years, others rise to center stage. Ponto is one case where the Army Corps of Engineers have done some good for the area's surfers, when they decided that the Batiquitos Lagoon needed to be opened up on a permanent basis. They constructed two large jetties that, since then, have proven to be a virtual sandbar factory. Newly formed banks don't stay secret for long. Ponto breaks year-round, with rights funneling off the south jetty during the winter and lefts reeling off the north jetty during the summer. Since the lagoon is constantly flowing, watch for a nasty rip that'll suck you out to sea.",Intermediate - advanced,Average joe to advanced,Doable,Thankful and competitive.,Moderate,Average to heavy.,Fun,"Punchy little beachbreak most days, can get exceptional on a good combo or tropical swell.",Medium,Pretty average most days.,Fair,"Not great, toxic after a big rain.",The rip on the dropping tide.,Easy.,"Shortboard, fish","Sand, jetty",January-December
1150,S*** Pipe,West Coast and Isle of Man,Isle of Man,UK + Ireland,54.07,-4.731,Europe/London,,,,,,,,,,,,,,,,,,
1152,drivers,West Coast and Isle of Man,Isle of Man,UK + Ireland,54.0681,-4.7335,Europe/London,,,,,,,,,,,,,,,,,,
1153,The edge,West Coast and Isle of Man,Isle of Man,UK + Ireland,54.0669,-4.7348,Europe/London,,,,,,,,,,,,,,,,,,
1154,The Point,West Coast and Isle of Man,Isle of Man,UK + Ireland,54.0667,-4.7368,Europe/London,,,,,,,,,,,,,,,,,,
1155,Barrel Rock,West Coast and Isle of Man,Isle of Man,UK + Ireland,54.0661,-4.7404,Europe/London,,,,,,,,,,,,,,,,,,
1156,Bunmahon,Southern Ireland,Ireland,UK + Ireland,52.1375,-7.3689,Europe/London,,,,,,,,,,,,,,,,,,
1158,"Longport, 32nd St.",New Jersey - Atlantic City,New Jersey,New Jersey + New York,39.316,-74.5148,America/New_York,A rock jetty on the south end of Absecon Island spawns decent rights and lefts.,All Abilities,Beginner to experienced,Doable,Mellow to moderate.,Moderate,Light to moderate.,Poor,Not the best spot around but can get fun.,Medium,"Usually pretty mellow, can be tough on bigs days.",Clean,"Pretty clean overall, except after very heavy rain.","Shallow bottom, rip currents.","Easy, but toughest in the summer months.","Shortboard, fish, funboard, longboard, bodyboard",Sand,September through March
1159,Las Cuevas (La Popular),Mar del Plata,Mar del Plata,Argentina,-38.2101,-57.6931,America/Argentina/Buenos_Aires,,,,,,,,,,,,,,,,,,
1160,PD SPOT(Windmill),Taiwan,Taiwan,Taiwan,21.9513,120.753,Asia/Taipei,,,,,,,,,,,,,,,,,,
1161,Highcliffe,Southern England - West,England,UK + Ireland,50.7362,-1.7008,Europe/London,"Not super consistent but there are a series of groynes here that are edging out of the swell shadow cast by the IOW and Hengistbury Head, so will wake in a solid southwesterly swell. The best bet for a fun peak can be found in front of the car park or just to the east where good banks can form, best at low tide.",Beginner - intermediate,"Good for all when small, but gets rippy.",Welcoming,Chilled.,Mellow,"OK, can get busy.",Poor,Fun banks in clean groundswell.,Light,"Easy when small, rips when bigger.",Clean,OK.,"Rocky groynes, heavy and rippy when big.",Cliff top car park overlooking breaks.,"Shortboard, fish, longboard, bodyboard",Sand with shingle at High tide.,December - February.
1163,Big Wave Bay HK,Hong Kong,Hong Kong,China,22.2452,114.248,Asia/Hong_Kong,,,,,,,,,,,,,,,,,,
1164,Cheung Sha,Hong Kong,Hong Kong,China,22.2325,113.948,Asia/Hong_Kong,,,,,,,,,,,,,,,,,,
1167,Boynton Inlet,Palm Beach County - South,Florida - East Coast,Florida,26.544,-80.044,America/New_York,,,,,,,,,,,,,,,,,,
1168,Pariaman,Northern Mentawai Islands,Sumatra,Sumatra + Mentawais,-0.6413,100.091,Asia/Jakarta,,,,,,,,,,,,,,,,,,
1169,Cedros,Golfo De Nicoya,Costa Rica,Central America South,9.6297,-85.0763,America/Costa_Rica,,,,,,,,,,,,,,,,,,
1170,Fouesnou,Finistére - South,Finistére - South,France,47.9691,-4.4455,Europe/Paris,,,,,,,,,,,,,,,,,,
1171,Les Roches Blanches (Pointe Leydé),Finistére - South,Finistére - South,France,48.1094,-4.3619,Europe/Paris,,,,,,,,,,,,,,,,,,
1172,Puerto Morin,Chicama,North Peru,Peru - North,-8.4295,-78.9162,America/Lima,,,,,,,,,,,,,,,,,,
1173,Los Organos,Piura,North Peru,Peru - North,-4.1779,-81.1457,America/Lima,,,,,,,,,,,,,,,,,,
1174,Great Yarmouth,East Anglia,England,UK + Ireland,52.603,1.7391,Europe/London,,,,,,,,,,,,,,,,,,
1175,Casernes ,Hossegor,Hossegor,France,43.7232,-1.4326,Europe/Paris,,,,,,,,,,,,,,,,,,
1176,Trouville,The Channel,The Channel,France,49.3734,0.0724,Europe/Paris,,,,,,,,,,,,,,,,,,
1177,Los Caracas,Caracas,Venezuela,"Venezuela, Trindad + Tobago",10.6296,-66.5735,America/Caracas,,,,,,,,,,,,,,,,,,
1183,Maroubra,Sydney Eastern Suburbs,Sydney Eastern Suburbs,New South Wales,-33.9483,151.258,Australia/Sydney,The Bra is a 400-yard stretch of beachbreak that works best when there's some east in the swell.,All Abilities,Beginner to advanced depending on size,Doable,Maroubra has seen an influx of surfers move into the area in recent years and is more crowded than ever. Generally busy or rammed with mix of intermediate to advanced surfers. You'll find localism alive and well on the best banks.,Heavy,"Can get crowded, though far less than nearby Bondi.",Fun,Average most of the time.,Light,Light to moderate.,Clean,Clean most of the time,"Gets heavily crowded these days, mostly with intermediate to advanced surfers, both locals and transplants.",Several large beach car parks and street parking.,"Shortboard, fish, gun",Sand,Spring
1184,Diamond Head,Forster to Port Macquarie,Forster to Port Macquarie,New South Wales,-31.7167,152.796,Australia/Sydney,,,,,,,,,,,,,,,,,,
1185,La Setenta (Playa 70),Yumuri to Guantanamo,Cuba,Central Caribbean,23.1118,-82.4425,America/Havana,,,,,,,,,,,,,,,,,,
1186,Coalcliff Reef,Sydney Southern Beaches,Sydney Southern Beaches,New South Wales,-34.2465,150.978,Australia/Sydney,"Coalcliff is usually a relatively average beachbreak that can be fun and peaky on the right conditions. There's also a fickle left reef bombie at the northern end of the beach that breaks over a shallow rock ledge on longer period southeast to northeast swells. Coalcliff does offer some protection from southerly winds. The south end reef or rock ledge is quite fickle, but will occasionally turn on.",Intermediate - advanced,Intermediate to advanced.,Doable,Humility and respect appreciated.,Moderate,Moderate.,Fun,Average most of the time.,Medium,Moderate.,Clean,Clean.,Deep rocky bay with a reef outcrop that come out of the water on lower tides. Rippy and unpredictable.,Beach car park overlooking the break.,"Shortboard, bodyboard","Sand, rock",Year-round
1187,Maderia Beach ,Florida Gulf Coast,Florida - West Coast,Gulf Coast,27.7954,-82.7985,America/New_York,,,,,,,,,,,,,,,,,,
1188,Currumbin Point,The Gold Coast,The Gold Coast,Queensland,-28.1236,153.484,Australia/Brisbane,"Visible from the Gold Coast Highway is Currumbin's famous point, The Alley. Nowhere near as famous as Burleigh, Kirra or Snapper, the Alley can be as good or better, particularly when it's big.  Watch out for the rocks on the take-off and be careful negotiating the rock jump. If in doubt, paddle out from the beach on the south side.",All Abilities,Beginner to advanced,Doable,Cooler than you'd think. A lot of longboarders on smaller days.,Heavy,"Like everywhere on the Gold Coast, the place is swollen with surfboard owners.",Fun,Long point with right sandbank set up.,Medium,Moderate to strong. Cyclone-induced rips.,Clean,Clean most of the time,"Sharks, currents, beginners.",Beachfront car park.,"Shortboard, funboard, longboard, fish",Sand.,Summer
1189,El Cayo,Yumuri to Guantanamo,Cuba,Central Caribbean,23.0997,-82.4568,America/Havana,,,,,,,,,,,,,,,,,,
1190,Umina Beach,Central Coast,Central Coast,New South Wales,-33.5317,151.319,Australia/Sydney,,,,,,,,,,,,,,,,,,
1191,St Brelades - Jersey,The Channel Islands,Jersey,UK + Ireland,49.1842,-2.1958,Europe/London,,,,,,,,,,,,,,,,,,
1192,Plemont Bay - Jersey,The Channel Islands,Jersey,UK + Ireland,49.257,-2.2288,Europe/London,,,,,,,,,,,,,,,,,,
1193,Greve de Lecq - Jersey,The Channel Islands,Jersey,UK + Ireland,49.2475,-2.2016,Europe/London,,,,,,,,,,,,,,,,,,
1194,Macuro,Venezuela - West,Venezuela,"Venezuela, Trindad + Tobago",10.4971,-68.0696,America/Caracas,,,,,,,,,,,,,,,,,,
1195,Southwold,East Anglia,England,UK + Ireland,52.3276,1.6834,Europe/London,,,,,,,,,,,,,,,,,,
1201,Todos Santos (mainland),Los Cabos,Baja California,"Mexico, Baja",23.4858,-110.275,America/Mazatlan,,,,,,,,,,,,,,,,,,
1203,Dungeons,Cape Peninsula,Cape Peninsula,South Africa,-34.0636,18.3387,Africa/Johannesburg,"Dungeons is a ferocious wave that, quite frankly, very few visiting surfers are going to surf. There are five main sections to the breaks, which have all been ridden to some degree:1. The Slab: The Slab comes into play when the swell is just a little bit too small to be ridden, and the tide is quite high. The Slab is the deepest sections of the wave and is a thick shelf that barrels properly but has a gnarly take-off and is probably best negotiated with Jet Ski.2. The Two-Point-Five: Two and a half meters deep, this part of the wave is also called the Photo Bowl. It is the widest section, breaks right in front of the cameras and is basically the end of the wave. Big, glorious waves can be caught and ridden here, and most shots of Dungeons are of people on the Two-Point-Five, but the bigger waves are to be found elsewhere.3. Washburn's Peak: Outside and deep. Less waves come here, but when they come they are the heat winners. When waiting for waves here you can see other surfers getting wave after wave on the Two-Point -Five. Very disconcerting.4. Outside Photo Bowl: When the swell gets big, straight and solid, the waves crack over the corner of the reef. Directly out from the Photo Bowl, these waves are very rare, and when they come they usually catch every one inside.5. The Left: Only surfed in marginal conditions, and usually by Jamie Sterling or surfers who have taken off too deep on the peak and can't get around. Go left, kick out and watch a set start building on Washburn's Peak and you'll experience true fear. And when it gets to 60-foot the waves break on different outside reefs altogether, but this hasn't really been studied much yet. Access to the break is generally gained by boat, and the wave is usually surfed with a safety crew around, but this doesn't stop accidents from happening. Dungeons is a serious wave with serious consequences and is only viable to the big wave-experienced surfers. Likes a wind with a bit of north in it but handles any light winds. Prefers a low tide, but when it gets giant no one really cares about the tide.",Advanced,Advanced,Welcoming,None really.,Mellow,"Either empty, or jammed during the events. When it goes outside of the event period there are usually a few tow crews around.",Fun,This wave bumps and hiccups and closes out and fades.,Exhausting,"There's a load of paddling out there, mainly the kind of sprint-paddling death panic and you're about to be mowed down.",Clean,Clean,"You name it, it's probably a hazard here.",A real mission because you have to climb over the mountain. Access to the break is by boat these days.,"Gun, tow",Reef. Very deep.,April-September
1204,Rocky Point (Margarita),Isla Margarita and Sucre,Venezuela,"Venezuela, Trindad + Tobago",11.1381,-63.854,America/Caracas,,,,,,,,,,,,,,,,,,
1205,Guacuco,Isla Margarita and Sucre,Venezuela,"Venezuela, Trindad + Tobago",11.048,-63.8097,America/Caracas,,,,,,,,,,,,,,,,,,
1206,Taguantar ,Isla Margarita and Sucre,Venezuela,"Venezuela, Trindad + Tobago",11.0704,-63.9907,America/Caracas,,,,,,,,,,,,,,,,,,
1207,Las Salinas ,Isla Margarita and Sucre,Venezuela,"Venezuela, Trindad + Tobago",11.0115,-63.786,America/Caracas,,,,,,,,,,,,,,,,,,
1208,Punta ballena ,Isla Margarita and Sucre,Venezuela,"Venezuela, Trindad + Tobago",10.9944,-63.7817,America/Caracas,,,,,,,,,,,,,,,,,,
1209,Punta Arena ,Isla Margarita and Sucre,Venezuela,"Venezuela, Trindad + Tobago",10.9776,-64.407,America/Caracas,,,,,,,,,,,,,,,,,,
1210,El Bajo (Malecon),Yumuri to Guantanamo,Cuba,Central Caribbean,23.1367,-82.4084,America/Havana,,,,,,,,,,,,,,,,,,
1211,Navegantes,Santa Catarina,South Brazil,Brazil - South,-26.8927,-48.6404,America/Sao_Paulo,,,,,,,,,,,,,,,,,,
1212,Indian Rocks ,Florida Gulf Coast,Florida - West Coast,Gulf Coast,27.8791,-82.8575,America/New_York,"Indian Rocks Beach may not be the Gulf's best surf spot, but the waves are pretty consistent, dump hard on the inside and can put a big hurt on the unaware. With access at the end of most streets, there are plenty of places to surf, though the favorites shift with sand. Fortunately, all you have to do is drive south on Gulf Boulevard and stop periodically to see what's over the dune line. As a rule, the breaks north of Central tend to be better on a N swell, while south of Central is better on a S swell. The spots all go by the names of the streets that access them: 6th Avenue, 4th Avenue, 2nd Avenue, Central…",All Abilities,Any,Welcoming,Good.,Mellow,Light.,Poor,"This area used to be a reliable cold front spot but widening of the beaches has crushed what once was. Worth a check if in the area, there is surf, and you are pressed for time.",Light,"Easy most days, can be a little more challenging on the bigger windswell days.",Clean,"Outside of occasional red tide outbreaks, water is usually clean.","Just your standard selection of sharks, rays and jellies.",Public parking but limited spaces at each access.,"Shortboard, funboard, longboard, skimming",Sand,"Fall-Spring, Hurricane"
1213,El Palito,Venezuela - West,Venezuela,"Venezuela, Trindad + Tobago",10.4826,-68.1111,America/Caracas,,,,,,,,,,,,,,,,,,
1214,Redington Rocks,Florida Gulf Coast,Florida - West Coast,Gulf Coast,27.816,-82.83,America/New_York,,,,,,,,,,,,,,,,,,
1216,St Pete Beach,Florida Gulf Coast,Florida - West Coast,Gulf Coast,27.6981,-82.7463,America/New_York,"Besides being the final surf option north of Champa Bay, Upham Beach is also one of West Florida's best pointbreaks. On a good day, Upham can produce 100-yard-long rides. A classic right that peels slowly and holds its power all the way into the beach, Upham's best wave comes on a NW swell and is rideable anywhere over two-feet.",All Abilities,Any,Welcoming,Nostalgic.,Heavy,Crowded when it's breaking.,Fun,"Another key spot in the Pinellas County area, this is usually a post frontal windswell spots. Soft and slow, this wave attracts a crowd, but it's not as good as it was back in the 80's.",Light,"Easy most days, can be a little more challenging on the bigger windswell days.",Clean,"Outside of occasional red tide outbreaks, water is usually clean.",Getting run over - it gets crowded,Public,"Shortboard, funboard, longboard, skimming",Sand and rocks,"Fall-Spring, Hurricane"
1217,Rio Chico,Guayas and Manabi,Guayas and Manabi,Ecuador,-1.6216,-80.844,America/Guayaquil,,,,,,,,,,,,,,,,,,
1218,Yzerfontein,West Coast District,West Coast District,South Africa,-33.34,18.158,Africa/Johannesburg,,,,,,,,,,,,,,,,,,
1219,Playa de Orzola,Lanzarote,Lanzarote,Canary Islands,29.2253,-13.4603,Atlantic/Canary,,,,,,,,,,,,,,,,,,
1220,Elbow (Sheboygan),Lake Michigan,Lake Michigan,Great Lakes,43.7545,-87.6977,America/Chicago,,,,,,,,,,,,,,,,,,
1221,Pass-A-Grille Jetty,Florida Gulf Coast,Florida - West Coast,Gulf Coast,27.6833,-82.7391,America/New_York,,,,,,,,,,,,,,,,,,
1223,Playa Los Cuatro,Venezuela - West,Venezuela,"Venezuela, Trindad + Tobago",10.489,-68.1383,America/Caracas,,,,,,,,,,,,,,,,,,
1224,La Boca Con Con,Pichilemu,South Chile,Chile - South,-32.9181,-71.5112,America/Santiago,,,,,,,,,,,,,,,,,,
1225,Horizonte del Sol,Mar del Plata,Mar del Plata,Argentina,-38.0951,-57.5413,America/Argentina/Buenos_Aires,,,,,,,,,,,,,,,,,,
1226,Paignton,Cornwall & Devon - South,England,UK + Ireland,50.438,-3.558,Europe/London,"With its distinct red sand and sheltered aspect, the bay here has always been more famed as a tourist draw than a surf spot. However there can be waves here in just the right conditions - needs a huge southwesterly groundswell or easterly windswell. The flat beach has its best banks near to the pier.",Beginner - intermediate,Ok for all when it breaks.,Welcoming,Relaxed.,Mellow,Quiet.,Poor,"Rarely breaks, mostly rolling waves or fat, wedgy walls on a good swell.",Medium,"Doesn't get big very often, but will be lots of duck dives if it does.",Clean,OK - can be sewage after heavy rains.,Rips if big.,Beachfront parking all along the Esplanade.,"Shortboard, fish, funboard, longboard, bodyboard",Sand.,Big swells or storms December - February.
1227,Garretstown,Southern Ireland,Ireland,UK + Ireland,51.6429,-8.5811,Europe/London,"Garretstown consists of two beaches, within proximity to rocky, unsurfable reefs.",Intermediate - advanced,Beginners should avoid as rips and exposed rock make hazards for those without control.,Welcoming,Friendly.,Mellow,Not a factor.,Fun,Fun wedges when sand aligns with swell.,Medium,Not far off the beach.,Clean,Very clean.,"Exposed rocks, Rips.",Park in front.,"Shortboard, fish",Sand with exposed rock slabs.,Breaks all year round but will go flat in the summer.
1228,Esmoriz,Beira Litoral,Portugal,Spain + Portugal,40.9613,-8.6521,Europe/Lisbon,,,,,,,,,,,,,,,,,,
1229,Hourtin,Gironde,Gironde,France,45.2226,-1.1756,Europe/Paris,,,,,,,,,,,,,,,,,,
1230,Canto do Recreio,Rio de Janeiro,South Brazil,Brazil - South,-23.0321,-43.4776,America/Sao_Paulo,,,,,,,,,,,,,,,,,,
1231,Clogherhead,Eastern Ireland,Ireland,UK + Ireland,53.7909,-6.2183,Europe/Dublin,,,,,,,,,,,,,,,,,,
1232,Viejo y el Mar,Yumuri to Guantanamo,Cuba,Central Caribbean,23.0965,-82.4948,America/Havana,,,,,,,,,,,,,,,,,,
1233,Challaborough,Cornwall & Devon - South,England,UK + Ireland,50.2869,-3.8997,Europe/London,"There's a decent low tide right-hand point at the north end of the bay, breaking off the rocks into deeper water, plus a decent left breaking off the cliffs. You can also find some fun peaks through the tide in the bay, but gets rippy when big. Strong surfmat scene here so release your inner Greenough.",Intermediate - advanced,"Good for all when small, best left to experienced surfers when big.",Welcoming,Chilled.,Mellow,Can get crowded when its working.,Fun,"Can be fun with mellow peaks when small, wedgy when big.",Light,"Easy when small, rippy when bigger.",Clean,OK.,Rocks.,There isn't a huge amount of parking here - a small car park in front of the holiday park.,"Shortboard, fish, funboard, longboard, bodyboard",Sand and rock.,October - February.
1234,Wembury,Cornwall & Devon - South,England,UK + Ireland,50.3161,-4.0855,Europe/London,,,,,,,,,,,,,,,,,,
1235,Santa Marina,Cantabria - West,Spain,Spain + Portugal,43.4719,-3.7328,Europe/Madrid,,,,,,,,,,,,,,,,,,
1238,Mandiri,Lampung,Sumatra,Sumatra + Mentawais,-5.2517,103.9715,Asia/Jakarta,,,,,,,,,,,,,,,,,,
1239,Xivares,Asturias - West,Spain,Spain + Portugal,43.5706,-5.7181,Europe/Madrid,,,,,,,,,,,,,,,,,,
1240,Tobay Beach,Long Island - West,New York,New Jersey + New York,40.6096,-73.4241,America/New_York,,,,,,,,,,,,,,,,,,
1241,Assinie,Ivory Coast,Ivory Coast,Ghana + The Ivory Coast,5.1258,-3.2935,Africa/Abidjan,,,,,,,,,,,,,,,,,,
1242,Conil,Andalucia,Spain,Spain + Portugal,36.2671,-6.0922,Europe/Madrid,,,,,,,,,,,,,,,,,,
1243,Walton Rocks,"Indian River, St Lucie and Martin Counties",Florida - East Coast,Florida,27.3381,-80.2329,America/New_York,"Walton Rocks is one of the many small, coastal parks on South Hutchinson Island. In the post-jetty era, a powerful left fires over a well-tapered reef a few times a year, but usually the surf is weak and likes to section. The place is incredibly fickle, but seems to like a strong NE swell, stiff offshore winds, and mid-tides. Walton Rocks' reef is very shallow. The few rights that break against the grain are tempting but gnarly, and the inside is exceptionally perilous. Be careful not to get your leash caught on the pinnacles.",Intermediate - advanced,"Intermediate to expert, definitely not a beginner level spot.",Doable,None really.,Mellow,Light.,Fun,"Spot for experienced surfers only. This can handle some size and the bottom is mostly reef with some sand patches. Access is easy but lonely, so lock your stuff in your trunk.",Medium,Not bad on average days but can be challenging paddle on bigger days.,Clean,Clean ocean water.,"Known what is under you, solid reef, can get very shallow around lower tides.","Free parking, free break-ins. This is in a somewhat secluded area.","Shortboard, fish",Reef,"Fall-Spring, Hurricane"
1244,Hookipa,North-West Maui,Maui,Hawaii,20.9357,-156.359,Pacific/Honolulu,"Wind/kitesurfers and paddle surfers actually play quite well together at Ho'okipa Beach Park, on Maui's north-central coast. With a mostly unobstructed window to the North Pacific, Ho'okipa can pump out some serious surf in the winter months -- usually best for surfers in the early-morning hours when the predominant E-NE trade wind has yet to flair up. Ho'okipa consists of four different spots:  1. Pavilions is the most easterly spot, just below the Ho'okipa Lookout. Pavilions is predominantly a righthander;  2. Heading west from Pavilions is Middles, the main spot for surfers. The wave breaks both right and left, though the lefts handle the wind better;  3. H'Poko, or Point, is located on the west end of Ho'okipa Beach. Point offers up fun righthanders in the morning but becomes the sole domain of the wind/kitesurfers in the afternoon;  4. Just west of Ho'okipa Beach is Wana Beach, where Lane is located. You can pick off both rights and lefts at Lane, but like the Point, Wana gets blown to bits in the afternoon.",All Abilities,All levels -- Depends on size of course.,Doable,Humility and respect appreciated.,Moderate,"Usually always crowded with locals and tourists, especially if the winds are offshore.",Fun,"Very consistent spot with easterly tradeswell, but usually accompanied by onshore easterly trade winds as well. Best days are with a N to NE swell and an approaching front bringing S to SW wind, which is not very often.",Medium,"Depends on the spot and size, but usually about average.",Clean,Pristine.,"Outside clean-up sets, the reef, drop-ins, and currents.",Easy. Parking lots at the break. Then enter the water from various locations on the Ho'okipa Beach Park.,"Shortboard, funboard, longboard, fish, bodyboard, skimming, bodysurfing, gun, kiteboard",Reef,"Winter is best. Tradeswell in summer can be OK, at least rideable, but usually with strong sideshore wind."
1245,Champerico,Guatemala,Guatemala,Central America North,14.2924,-91.9169,America/Guatemala,,,,,,,,,,,,,,,,,,
1246,Hapuna Pt,Big Island,Big Island,Hawaii,19.9936,-155.827,Pacific/Honolulu,"Just a few miles south of Kawaihae Harbor is Hapuna Bay, one of the Big Island's most beautiful beaches. While not the greatest surfing spot on the Big Island, Hapuna can turn on, but it is more often than not shadowed from big N swells by the northern tip of the Big Island, and from S swells by the southwest coast. Big, winter W swells, however, can transform Hapuna Bay's southern edge into a spectacular lefthand point-break. The rest of the time, Hapuna's long, wide sweep of golden sand beach is a haven for skimboarders, bodyboarders and bodysurfers. This shoredump breaks over sand, and the outer wave breaks over shallow reef.",Intermediate - advanced,"Ability levels varies with the skimming, bodyboarding, and bodysurfing activities, as well as the size of the swell.",Doable,Humility and respect appreciated.,Moderate,"Beautiful beach with easy access, so usually always people.",Poor,"Usually always shorepound, but a big WNW swell in winter can transform the southern edge of the bay into a spectacular left-hand point-break.",Light,"Very short paddle for the shorepound, while the left point (when breaking) is much more of a paddle.",Clean,Pristine.,"On bigger swells, the shorepound can slam the crap out of you. Shallow reef at the outer point.",Easy. Straight off the highway with parking at Hapuna Beach Park.,"Bodyboard, skimming, bodysurfing, shortboard",Sand for the shorepound off the beach. Rocky reef off the left point when breaking.,Year-round. Winter NW-WNW swells and summer SSW-SW swells.
1247,Kahaluu,Big Island,Big Island,Hawaii,19.5802,-155.967,Pacific/Honolulu,"Kahalu'u offers a few different peaks for surfers to choose from, all of which are rolling and mellow -- thus perfect for the legions of novice surfers that flock here. Nevertheless, when a solid S or S-W swell shows up in the spring and summer months, the outermost peak of Kahalu'u Bay pumps out fun lefts and rights that offer a semi-steep drop and ripable lines.",All Abilities,Usually best suited for beginner to intermediate levels.,Welcoming,Usually friendly. Be cool and keep it that way.,Heavy,"Often crowded, and with many beginners.",Fun,"Great for beginners most of the time, but fun for intermediate surfers on solid swells.",Medium,Fairly short paddle for smaller days. Paddle becomes more the larger it gets.,Clean,Pristine.,Shallow at low tide. Other surfers and their boards.,Easy. Parking at Kahalu'u Beach Park.,"Shortboard, funboard, longboard, fish, bodyboard, sup",Reef,Year-round. Winter NW-WNW swells and summer S-SW swells. Most consistent in summer.
1248,Avoca Beach,Central Coast,Central Coast,New South Wales,-33.4648,151.438,Australia/Sydney,,,,,,,,,,,,,,,,,,
1249,Guaratuba,Littoral Paulista,South Brazil,Brazil - South,-23.7663,-45.9072,America/Sao_Paulo,,,,,,,,,,,,,,,,,,
1250,Punta Abreojos,Southern Baja,Baja California,"Mexico, Baja",26.7489,-113.527,America/Mazatlan,,,,,,,,,,,,,,,,,,
1251,Skunk Point,Channel Islands,Santa Barbara County,"California, South",33.9814,-119.984,America/Los_Angeles,,,,,,,,,,,,,,,,,,
1252,Haskels Beach,Santa Barbara - East,Santa Barbara County,"California, South",34.4307,-119.916,America/Los_Angeles,,,,,,,,,,,,,,,,,,
1253,Porthleven,Cornwall & Devon - South,England,UK + Ireland,50.0812,-5.3215,Europe/London,"To the west of the harbour sits a Cornish gem, one of the few classic reefs in the county. This quality A frame serves up hollow rights and lefts for a frothingly committed crew of hard charging locals and pros from around the region who descend whenever it breaks. Always packed with a mix of shortboarders, bodyboarders and a couple of world-class longboarders. Definitely experts only. Works through the tide. Parking is an issue here. There's a heavy, slabby right to the east of the harbour channel popular with bodyboarder.",Advanced,"Heavy, hollow, shallow, competitive plus a tiny take off spot means this is a wave for advanced surfers.",Intimidating,Cornwall's most competitive line-up; feisty.,Heavy,Insanely busy for such a compact spot.,Fun,Short and hollow reef that can get epic in big swells.,Light,Easy paddle round.,Clean,Pretty clean.,"Shallow reef, especially at low tide; crowds.","Off the rocks, there is no nearby car park so street park respectfully - has become an issue with local residents; use footpaths - don't access the break over private land.","Shortboard, bodyboard",Rock reef.,September - February are best when the big swells roll into the Channel.
1254,Greens Beach,Hobart,Hobart,Tasmania,-40.8895,144.696,Australia/Melbourne,,,,,,,,,,,,,,,,,,
1255,Odeceixe,Alentejo & North Algarve,Portugal,Spain + Portugal,37.4423,-8.8023,Europe/Lisbon,,,,,,,,,,,,,,,,,,
1293,Berawa Beach,West Bali,Bali,Bali + Lombok,-8.6676,115.138,Asia/Makassar,"An average reef-and-sand setup between Kuta and Canggu, Berawa isn't the reason you came to Bali, but it also doesn't have the crowds of the island's better (and better-known waves). A decent option for beginners and intermediates who are intimidated by crowds and reef.",Beginner - intermediate,Most intermediate and advanced surfers will be looking to surf the better waves on Bali.,Welcoming,Mellow.,Mellow,Less crowded than most waves on Bali.,Fun,Average reefy beach break that doesn't see as much traffic as the better waves on the island.,Light,Typical beach break paddle.,Clean,Pretty decent.,Rocks.,"Longer drive from Kuta than you'd expect, considering the short distance.","Shortboard, funboard, longboard, fish","Rock, sand.",Dry season (April to September) has most consistent swell and wind.
1256,Falesia-Vilamoura,South Algarve,Portugal,Spain + Portugal,37.0743,-8.1288,Europe/Lisbon,"This huge stretch of beach is super popular with sunseekers, but when it comes to waves it's all about the wedgy left that refracts off the breakwater by the harbour. Swells out of the NW or SW collide with the jetty, jacking up into a peak that doubles in size, before reeling away as a speedy barrelling lefthander. Popular with bodyboarders and tube hounds.",Intermediate - advanced,Can be heavy and will be crowded so best to experienced surfers.,Doable,Competitive when good.,Moderate,Gets busy on good days.,Fun,"The harbour breakwater refracts swells out of the west, turning them into a wedgy, jacking peak that throws out on take-off producing long, shallow lefthand barrels.",Light,Easy paddle out in channel around the break.,Clean,"OK, can be polluted after rain due to run-off from harbour.","Fast breaking, heavy and shallow.",Small parking area close to breakwater.,"Shortboard, bodyboard, bodysurfing",Sand,Best December to February.
